FAC_NAME,COUNTY_NAME,YEAR_QTR,OP_STATUS,TYPE_HOSP,AVL_BEDS,DAY_TOT,VIS_TOT,GRIP_TOT,GROP_TOT,BAD_DEBT,CAP_TOT,NET_TOT,TOT_OP_EXP,EXP_PIPS,EXP_POPS,CAP_EXP,YEAR,QUARTER,POPULATION
KINDRED HOSPITAL - WESTMINSTER,Orange,20201,OPEN,Comparable,109,7571,0,96884926,0,325062,0,15219855,15499832,0,0,308441,2020,1,3158489
KINDRED HOSPITAL PARAMOUNT,Los Angeles,20201,OPEN,Comparable,177,7368,0,63104171,0,161326,0,13925083,14871440,0,0,904608,2020,1,9748447
L.A. DOWNTOWN MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,211,13645,1575,25324600,17177412,0,0,5691556,20240000,0,0,301122,2020,1,9748447
LA PALMA INTERCOMMUNITY HOSPITAL,Orange,20201,OPEN,Comparable,140,3215,4329,33461496,13130424,1245100,0,11970545,13110349,0,0,1531191,2020,1,3158489
LAC/HARBOR - UCLA MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,409,24728,74155,314285662,204102150,523404,18120502,193928133,253034280,0,0,54458,2020,1,9748447
LAC/OLIVE VIEW - UCLA MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,304,17449,55541,184875574,150550485,544013,12990535,124045663,120073732,0,0,0,2020,1,9748447
LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,Los Angeles,20201,OPEN,Comparable,189,10681,8979,129052726,23745395,755084,1589848,57205255,77366685,0,0,35362,2020,1,9748447
LAC/USC MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,664,49755,113582,645493563,304010070,1084394,30080069,237136623,401142182,0,0,77784,2020,1,9748447
LAGUNA TREATMENT HOSPITAL,Orange,20201,OPEN,Comparable,93,4473,0,3577437,0,0,0,3577437,3309489,0,0,0,2020,1,3158489
LAKEWOOD REGIONAL MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,172,11541,14057,312318500,159773730,2662430,0,56025345,53124965,0,0,1293208,2020,1,9748447
LANGLEY PORTER PSYCHIATRIC INSTITUTE,San Francisco,20201,OPEN,Comparable,22,1658,14065,7547484,13673000,198579,0,9205518,12610234,0,0,304819,2020,1,814176
LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,San Bernardino,20201,OPEN,Comparable,89,6511,10256,16516508,9519354,431779,0,8895745,13607746,0,0,2029285,2020,1,2196029
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,San Bernardino,20201,OPEN,Comparable,343,22325,14510,476521579,62103767,3340727,0,98093454,126424118,0,0,5333426,2020,1,2196029
LOMA LINDA UNIVERSITY MEDICAL CENTER,San Bernardino,20201,OPEN,Comparable,533,33996,168990,939522196,623772458,7118260,6578167,246160126,354279537,0,0,75340360,2020,1,2196029
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,Riverside,20201,OPEN,Comparable,111,9774,14963,176178094,106876417,8466488,0,38056547,59702361,0,0,4699150,2020,1,2479628
LOMPOC VALLEY MEDICAL CENTER,Santa Barbara,20201,OPEN,Comparable,170,10044,20074,17970860,35433652,1621628,119295,25951241,27353722,0,0,385027,2020,1,445286
LOS ALAMITOS MEDICAL CENTER,Orange,20201,OPEN,Comparable,162,10245,20219,304803719,174228466,3527764,0,53146859,52640261,0,0,2318993,2020,1,3158489
LOS ANGELES COMMUNITY HOSPITAL,Los Angeles,20201,OPEN,Comparable,324,15221,3135,137868101,15348753,980292,0,72115920,42700666,0,0,250900,2020,1,9748447
LOS ROBLES HOSPITAL AND MEDICAL CENTER,Ventura,20201,OPEN,Comparable,341,21573,27037,644530967,253934377,1386051,0,116000159,96341222,0,0,14111436,2020,1,835032
LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,20201,OPEN,Comparable,396,23179,114527,1173632332,307583585,0,0,422184683,490073038,0,0,15316689,2020,1,1883653
MAD RIVER COMMUNITY HOSPITAL,Humboldt,20201,OPEN,Comparable,46,1659,30239,15896832,34189455,1680153,0,14583664,14522417,0,0,7382,2020,1,135013
MADERA COMMUNITY HOSPITAL,Madera,20201,OPEN,Comparable,106,3611,33744,24196896,30662135,1007001,0,22256635,24238210,0,0,1294185,2020,1,160414
MAMMOTH HOSPITAL,Mono,20201,OPEN,Comparable,17,433,10642,13444973,26106237,640714,0,22910229,20609877,0,0,542450,2020,1,13055
MARIAN MEDICAL CENTER,Santa Barbara,20201,OPEN,Comparable,350,24175,155561,319375782,295711921,6824701,15091664,195622033,164800788,0,0,4578122,2020,1,445286
MARIN GENERAL HOSPITAL,Marin,20201,OPEN,Comparable,176,9719,32522,298110472,290976132,3142306,10759419,110165481,106952048,0,0,16245461,2020,1,257143
MARK TWAIN MEDICAL CENTER,Calaveras,20201,OPEN,Comparable,25,766,17669,13508755,31604769,109782,0,19833437,19295822,0,0,14277643,2020,1,46544
MARSHALL MEDICAL CENTER,El Dorado,20201,OPEN,Comparable,117,6076,86389,157340932,175142991,1640516,0,85216974,73639800,0,0,3620005,2020,1,193071
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",Los Angeles,20201,OPEN,Comparable,126,9061,28113,359605525,360632963,0,0,77043874,79954244,0,0,9091094,2020,1,9748447
MAYERS MEMORIAL HOSPITAL,Shasta,20201,OPEN,Comparable,115,7680,2850,4540753,3971062,415663,0,4343949,7547887,0,0,1267373,2020,1,180972
MEMORIAL HOSPITAL LOS BANOS,Merced,20201,OPEN,Comparable,40,932,15034,17099633,51815199,1257228,0,21006247,18756518,0,0,1418658,2020,1,292034
MEMORIAL HOSPITAL MODESTO,Stanislaus,20201,OPEN,Comparable,379,23161,23463,406211638,238221890,4453941,18786319,153843982,159585574,0,0,1332166,2020,1,552410
MEMORIAL HOSPITAL OF GARDENA,Los Angeles,20201,OPEN,Comparable,172,6685,9480,145263440,48510744,3305879,4937824,29537045,29356899,0,0,2452590,2020,1,9748447
MEMORIALCARE LONG BEACH MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,453,24394,52894,500256059,270944111,4022797,3197885,212168691,198106642,0,0,4988149,2020,1,9748447
MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,Los Angeles,20201,OPEN,Comparable,357,16628,22664,264715336,37044727,2009300,0,223517102,144423344,0,0,12843665,2020,1,9748447
MEMORIALCARE ORANGE COAST MEDICAL CENTER,Orange,20201,OPEN,Comparable,222,11305,24712,246376665,125122721,3068398,10517883,94863121,95470384,0,0,5527503,2020,1,3158489
MEMORIALCARE SADDLEBACK MEDICAL CENTER,Orange,20201,OPEN,Comparable,248,10850,59421,243368649,177462716,3114453,8356240,98243723,95066918,0,0,2628594,2020,1,3158489
MENDOCINO COAST DISTRICT HOSPITAL,Mendocino,20201,OPEN,Comparable,25,690,11013,6006907,6637620,320248,0,-556863,14968555,0,0,132434,2020,1,90027
MENIFEE GLOBAL MEDICAL CENTER,Riverside,20201,OPEN,Comparable,84,4026,5996,40530647,22846852,1031174,0,11312101,13408929,0,0,0,2020,1,2479628
MERCY GENERAL HOSPITAL,Sacramento,20201,OPEN,Comparable,305,15308,25993,498937850,233957470,5676303,23301539,186456187,166054177,0,0,79626551,2020,1,1588743
MERCY HOSPITAL - BAKERSFIELD,Kern,20201,OPEN,Comparable,226,11477,32183,205291174,168094288,5430547,10091663,111995697,97088868,0,0,6798573,2020,1,917293
MERCY HOSPITAL - FOLSOM,Sacramento,20201,OPEN,Comparable,99,5959,13212,141946497,119798209,3741009,8212154,70419016,56538552,0,0,1330298,2020,1,1588743
MERCY MEDICAL CENTER - MERCED,Merced,20201,OPEN,Comparable,186,10655,28139,213896124,169913366,3149617,0,100574721,90619577,0,0,1522349,2020,1,292034
MERCY MEDICAL CENTER - REDDING,Shasta,20201,OPEN,Comparable,260,15073,42683,290286881,216278648,2872229,74111,164931189,137460170,0,0,55467293,2020,1,180972
MERCY MEDICAL CENTER MT. SHASTA,Siskiyou,20201,OPEN,Comparable,25,655,16367,9027309,23706505,598151,58633,19295035,17390439,0,0,10118709,2020,1,43746
MERCY SAN JUAN HOSPITAL,Sacramento,20201,OPEN,Comparable,370,22414,33156,547674290,262609631,6977857,21591804,219006499,198952381,0,0,6093228,2020,1,1588743
MERRITT PERALTA INSTITUTE CDRH,Alameda,20201,OPEN,Comparable,24,1241,0,3722071,15952,14955,0,1277069,821757,0,0,0,2020,1,1635693
METHODIST HOSPITAL - SACRAMENTO,Sacramento,20201,OPEN,Comparable,329,21999,20185,217771974,137604782,3734050,7073269,102325836,88808874,0,0,2055911,2020,1,1588743
METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Los Angeles,20201,OPEN,Comparable,224,19420,17732,340838698,112637656,1167281,0,68755062,68918998,0,0,1119436,2020,1,9748447
MILLS-PENINSULA MEDICAL CENTER,San Mateo,20201,OPEN,Comparable,317,14288,16982,232052332,207227134,1816203,18546958,159532023,174468809,0,0,8676535,2020,1,732485
MISSION COMMUNITY HOSPITAL - PANORAMA,Los Angeles,20201,OPEN,Comparable,145,9728,2680,108260934,15711954,4292483,3501104,28042434,30495478,0,0,981180,2020,1,9748447
MISSION HOSPITAL REGIONAL MEDICAL CENTER,Orange,20201,OPEN,Comparable,404,19838,106227,389182241,329004176,8783669,15146654,158974702,151135601,0,0,9431839,2020,1,3158489
MODOC MEDICAL CENTER,Modoc,20201,OPEN,Comparable,87,4418,9197,2993264,6341664,210269,44667,12099510,5938322,0,0,4964138,2020,1,8625
MONROVIA MEMORIAL HOSPITAL,Los Angeles,20201,OPEN,Comparable,49,2313,4,29247571,129962,0,0,5615024,4337314,0,0,0,2020,1,9748447
MONTCLAIR HOSPITAL MEDICAL CENTER,San Bernardino,20201,OPEN,Comparable,102,2450,8019,39110096,28264941,2165734,0,14032640,13186609,0,0,150702,2020,1,2196029
MONTEREY PARK HOSPITAL,Los Angeles,20201,OPEN,Comparable,101,4763,7482,99381689,63052542,1723645,4023907,25225160,22176741,0,0,250,2020,1,9748447
MOTION PICTURE AND TELEVISION HOSPITAL,Los Angeles,20201,OPEN,Comparable,189,16446,0,6872595,0,0,0,5183037,14279344,0,0,195653,2020,1,9748447
MOUNTAINS COMMUNITY HOSPITAL,San Bernardino,20201,OPEN,Comparable,37,1980,7758,2720420,10600260,410000,0,4883315,6153957,0,0,444724,2020,1,2196029
NATIVIDAD MEDICAL CENTER,Monterey,20201,OPEN,Comparable,168,10953,32786,214023306,89374895,4616369,0,68612930,80383670,0,0,3893846,2020,1,436427
NEWPORT BAY HOSPITAL,Orange,20201,OPEN,Comparable,36,3004,0,4220441,0,0,0,3178490,3134293,0,0,0,2020,1,3158489
NORTHBAY MEDICAL CENTER,Solano,20201,OPEN,Comparable,182,11571,92292,557545117,452404906,5655922,24632702,144898755,160869690,0,0,2449284,2020,1,449724
NORTHERN INYO HOSPITAL,Inyo,20201,OPEN,Comparable,25,776,18743,6889771,32053650,59383,0,24329339,21158000,0,0,1113483,2020,1,18745
NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,394,16955,24434,448097342,169936077,5773274,0,113463694,120976943,0,0,3363344,2020,1,9748447
NOVATO COMMUNITY HOSPITAL,Marin,20201,OPEN,Comparable,47,1667,3904,30780660,34261913,440924,0,18614520,21839511,0,0,819673,2020,1,257143
OAK VALLEY HOSPITAL DISTRICT,Stanislaus,20201,OPEN,Comparable,144,8944,28949,11598811,34153863,432851,23623,17293309,18158717,0,0,297095,2020,1,552410
OJAI VALLEY COMMUNITY HOSPITAL,Ventura,20201,OPEN,Comparable,91,6202,6917,7468173,8111721,0,87655,7697621,9660552,0,0,1317637,2020,1,835032
OLYMPIA MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,204,6531,7575,102590706,40639410,6118169,0,18043571,17961713,0,0,374119,2020,1,9748447
ORANGE COUNTY GLOBAL MEDICAL CENTER,Orange,20201,OPEN,Comparable,228,11686,8615,161598647,51900484,281376,0,41408539,48978644,0,0,439990,2020,1,3158489
ORCHARD HOSPITAL,Butte,20201,OPEN,Comparable,106,6806,24745,3095075,18453662,993026,0,7488254,7919733,0,0,75752,2020,1,207384
OROVILLE HOSPITAL,Butte,20201,OPEN,Comparable,153,11859,172672,121495333,138278591,2976504,0,76954722,84143745,0,0,11856561,2020,1,207384
PACIFIC GROVE HOSPITAL,Riverside,20201,OPEN,Comparable,68,4268,612,9579131,159074,39770,0,3774462,2985070,0,0,168426,2020,1,2479628
PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,20201,OPEN,Comparable,231,12363,2401,37421069,5961356,867645,90000,23768716,20792709,0,0,241905,2020,1,9748447
PALMDALE REGIONAL MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,125,10914,18541,242964729,194360767,4059398,0,48055476,39642906,0,0,205239,2020,1,9748447
PALO VERDE HOSPITAL,Riverside,20201,OPEN,Comparable,37,1133,7735,4974528,12997224,1426663,0,6884268,5287374,0,0,0,2020,1,2479628
PALOMAR HEALTH DOWNTOWN CAMPUS,San Diego,20201,OPEN,Comparable,359,23442,67150,538723895,297394598,13981756,21967779,165859968,146445949,0,0,5127352,2020,1,3283755
PARADISE VALLEY HOSPITAL,San Diego,20201,OPEN,Comparable,291,13189,10592,85784475,26872544,2086454,0,37807690,36553109,0,0,884651,2020,1,3283755
PATIENTS' HOSPITAL OF REDDING,Shasta,20201,OPEN,Comparable,10,117,175,2015553,2731520,0,0,1082339,1312861,0,0,0,2020,1,180972
PETALUMA VALLEY HOSPITAL,Sonoma,20201,OPEN,Comparable,59,2831,14525,50553770,70240452,1278038,0,22170280,18105142,0,0,881453,2020,1,483398
PIH HOSPITAL - DOWNEY,Los Angeles,20201,OPEN,Comparable,156,8969,20095,182228653,107442917,1434416,0,41284899,46007074,0,0,1073284,2020,1,9748447
PIONEERS MEMORIAL HEALTHCARE DISTRICT,Imperial,20201,OPEN,Comparable,107,4504,47250,40323634,76871220,3746164,0,31044825,33879203,0,0,1122501,2020,1,179767
PLACENTIA LINDA HOSPITAL,Orange,20201,OPEN,Comparable,94,3207,11846,113238974,148390122,1755557,0,25921628,23953923,0,0,620361,2020,1,3158489
POMERADO HOSPITAL,San Diego,20201,OPEN,Comparable,236,15687,12477,118460115,96839680,3978937,9414762,57437472,48137556,0,0,1457893,2020,1,3283755
POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,372,21935,101527,788588899,436592875,10534280,12003281,125822641,147008946,0,0,16136485,2020,1,9748447
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Los Angeles,20201,OPEN,Comparable,481,19758,106181,512758458,431811281,2396058,0,137369174,157170110,0,0,5010452,2020,1,9748447
PROVIDENCE HOLY CROSS MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,377,24545,30934,472588865,199940436,5928439,8797598,132651279,139727224,0,0,4194502,2020,1,9748447
PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,Los Angeles,20201,OPEN,Comparable,324,19016,12289,152038790,59447253,1687595,114736,44458930,55897334,0,0,11053988,2020,1,9748447
PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,Los Angeles,20201,OPEN,Comparable,418,23489,32152,327991692,165435096,3109264,1866531,110073165,129997478,0,0,3848754,2020,1,9748447
PROVIDENCE ST. JOHN'S HEALTH CENTER,Los Angeles,20201,OPEN,Comparable,234,13030,17758,214422312,110443857,2168308,0,89781745,119762077,0,0,9233024,2020,1,9748447
PROVIDENCE ST. JOSEPH MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,307,18735,38577,412025949,203821186,3381505,361135,121288958,132973036,0,0,3908341,2020,1,9748447
PROVIDENCE TARZANA MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,249,11334,19259,204748715,100264383,2228304,614269,65246131,84472792,0,0,31811404,2020,1,9748447
QUEEN OF THE VALLEY MEDICAL CENTER,Napa,20201,OPEN,Comparable,148,6592,35552,158194695,192767876,540967,6600157,65096741,62025076,0,0,2070915,2020,1,134492
RADY CHILDREN'S HOSPITAL - SAN DIEGO,San Diego,20201,OPEN,Comparable,430,25613,93814,450121354,256472717,5010658,14588917,208910535,208583329,0,0,15703271,2020,1,3283755
REDLANDS COMMUNITY HOSPITAL,San Bernardino,20201,OPEN,Comparable,197,12629,45077,261596675,212121005,913892,37996961,84769083,83637061,5141397,10367813,6333960,2020,1,2196029
REDWOOD MEMORIAL HOSPITAL,Humboldt,20201,OPEN,Comparable,25,1080,10786,17720349,36433378,387436,0,11475214,9983845,0,0,434280,2020,1,135013
REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,20201,OPEN,Comparable,264,20765,25680,962858054,291888687,540614,0,113597069,124358509,0,0,11968541,2020,1,1883653
RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,Los Angeles,20201,OPEN,Comparable,74,5927,4735,33459568,4457734,142229,0,19955683,22921783,0,0,28356,2020,1,9748447
RIDGECREST REGIONAL HOSPITAL,Kern,20201,OPEN,Comparable,150,1829,22147,23556293,50428981,1230671,0,31166090,34036487,0,0,30405,2020,1,917293
RIVERSIDE COMMUNITY HOSPITAL,Riverside,20201,OPEN,Comparable,478,33160,33462,1115267927,430652390,0,0,147853440,116437552,0,0,10660086,2020,1,2479628
RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,Riverside,20201,OPEN,Comparable,362,27906,54169,323423618,152550660,10198296,0,140201201,177328889,0,0,15983091,2020,1,2479628
RONALD REAGAN UCLA MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,445,40198,133091,838231569,459321656,6438943,0,536681702,599550301,0,0,22866940,2020,1,9748447
SALINAS VALLEY MEMORIAL HOSPITAL,Monterey,20201,OPEN,Comparable,255,11434,25591,317431066,278641051,10279217,0,139078305,119581816,0,0,9165532,2020,1,436427
SAN ANTONIO REGIONAL HOSPITAL,San Bernardino,20201,OPEN,Comparable,363,20026,59548,428858009,269112434,2400000,170466,83954769,95375342,0,0,3553859,2020,1,2196029
SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,20201,OPEN,Comparable,101,3674,4713,41564844,23416242,1075654,0,14955794,14226630,0,0,283086,2020,1,9748447
SAN GABRIEL VALLEY MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,273,15744,6767,201921297,71822398,3225491,1788966,46629467,46020702,0,0,118821,2020,1,9748447
SAN GORGONIO MEMORIAL HOSPITAL,Riverside,20201,OPEN,Comparable,79,2099,12105,19891167,45894860,3071896,0,8400711,19772969,0,0,236665,2020,1,2479628
SAN JOAQUIN GENERAL HOSPITAL,San Joaquin,20201,OPEN,Comparable,181,12161,56051,266331926,181781300,21352812,4211945,97187120,112596443,0,0,4877218,2020,1,795880
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,Fresno,20201,OPEN,Comparable,62,4464,7598,16380039,2758475,87956,0,9549413,6814360,0,0,153213,2020,1,1017107
SAN JOSE BEHAVIORAL HEALTH,Santa Clara,20201,OPEN,Comparable,80,6804,720,19291470,648880,178229,0,10735360,7007734,0,0,96062,2020,1,1883653
SAN MATEO MEDICAL CENTER,San Mateo,20201,OPEN,Comparable,448,31996,91297,50868236,73935918,1279816,1180336,47303200,98171908,0,0,716287,2020,1,732485
SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,20201,OPEN,Comparable,116,4253,13803,168354959,121878989,1541659,0,47603708,44163949,0,0,744988,2020,1,1160296
SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,20201,OPEN,Comparable,392,22434,30697,393102085,141332505,842496,0,186162172,188674940,0,0,7365692,2020,1,445286
SANTA CLARA VALLEY MEDICAL CENTER,Santa Clara,20201,OPEN,Comparable,1085,47683,212697,951445776,691935824,3807162,49492408,583030370,594034790,0,0,7294165,2020,1,1883653
SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,Los Angeles,20201,OPEN,Comparable,265,18497,44989,291274669,146670773,3824956,4902719,163583490,185196354,0,0,5429690,2020,1,9748447
SANTA ROSA MEMORIAL HOSPITAL,Sonoma,20201,OPEN,Comparable,298,17224,59713,408988844,321519632,5241178,7578636,134394890,120084875,0,0,7367303,2020,1,483398
SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,20201,OPEN,Comparable,11,92,5582,956621,12137510,247713,0,5029961,5057558,0,0,1012482,2020,1,445286
SCRIPPS GREEN HOSPITAL,San Diego,20201,OPEN,Comparable,150,7260,25682,237208762,181014054,-527181,0,84298733,73673976,0,0,6707368,2020,1,3283755
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,20201,OPEN,Comparable,192,11590,24727,255241433,140325937,4064955,-1586,87919305,87821229,0,0,7943266,2020,1,3283755
SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,San Diego,20201,OPEN,Comparable,365,22009,24821,688191388,322773180,3489587,504086,209513789,185724017,0,0,13943609,2020,1,3283755
SCRIPPS MERCY HOSPITAL,San Diego,20201,OPEN,Comparable,529,36089,42698,715727368,284299249,6257717,1373685,257220540,239600629,0,0,23266640,2020,1,3283755
SENECA HEALTHCARE DISTRICT,Plumas,20201,OPEN,Comparable,26,1424,6078,1174808,4060405,148403,0,3707515,4354074,0,0,122542,2020,1,19433
SEQUOIA HOSPITAL,San Mateo,20201,OPEN,Comparable,114,5084,13570,184826143,124993859,1518815,0,64387411,74968116,0,0,4840446,2020,1,732485
SETON MEDICAL CENTER,San Mateo,20201,OPEN,Comparable,478,22812,22826,239702480,90764785,673306,0,54488571,72908158,0,0,1050336,2020,1,732485
SHARP CHULA VISTA MEDICAL CENTER,San Diego,20201,OPEN,Comparable,378,26770,37251,414062961,217792421,1182082,9854094,138123841,138046034,0,0,4653015,2020,1,3283755
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,San Diego,20201,OPEN,Comparable,154,10324,20330,55619493,61266080,382285,3782958,35393852,30285543,0,0,1768257,2020,1,3283755
SHARP GROSSMONT HOSPITAL,San Diego,20201,OPEN,Comparable,524,35871,124603,651749236,355864524,837180,17050227,237786238,227403074,0,0,4626094,2020,1,3283755
SHARP MCDONALD CENTER,San Diego,20201,OPEN,Comparable,16,974,1372,1419489,1724826,11030,12430,1280679,1025392,0,0,87559,2020,1,3283755
SHARP MEMORIAL HOSPITAL,San Diego,20201,OPEN,Comparable,665,40644,83749,879782862,518834665,464466,67181179,352340872,296970135,0,0,10052630,2020,1,3283755
SHARP MESA VISTA HOSPITAL,San Diego,20201,OPEN,Comparable,158,10687,18874,65258384,30856486,61743,233366,20290702,23557271,0,0,761900,2020,1,3283755
SHASTA REGIONAL MEDICAL CENTER,Shasta,20201,OPEN,Comparable,178,8932,14732,146217160,83231429,2022886,0,42758537,43214089,0,0,1460773,2020,1,180972
SHERMAN OAKS HOSPITAL,Los Angeles,20201,OPEN,Comparable,153,8532,7718,84322245,24186642,-1284904,0,26828421,24849364,0,0,464906,2020,1,9748447
SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,20201,OPEN,Comparable,104,4506,25734,86988682,95079230,2825259,0,52247784,45589651,0,0,30008534,2020,1,102356
SIERRA VIEW MEDICAL CENTER,Tulare,20201,OPEN,Comparable,167,8570,40412,72314823,86163604,1803582,0,34878994,37089210,0,0,1668845,2020,1,478288
SIERRA VISTA HOSPITAL,Sacramento,20201,OPEN,Comparable,171,14580,2166,26244450,1969121,566775,0,16193348,10431055,0,0,25988,2020,1,1588743
SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,20201,OPEN,Comparable,148,5647,9893,160539384,90450053,2909758,0,42606043,39150629,0,0,261677,2020,1,282535
SONOMA VALLEY HOSPITAL,Sonoma,20201,OPEN,Comparable,51,3084,15677,18609256,45853700,550000,78008,19508313,17612773,0,0,813376,2020,1,483398
SOUTH COAST GLOBAL MEDICAL CENTER,Orange,20201,OPEN,Comparable,178,8323,5143,54123003,18490480,884179,0,13851538,15738914,0,0,129302,2020,1,3158489
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Los Angeles,20201,OPEN,Comparable,612,29240,7210,269928052,46720401,2909014,4915586,118919180,93147128,0,0,806619,2020,1,9748447
SOUTHERN INYO HOSPITAL,Inyo,20201,OPEN,Comparable,37,3281,2177,1420151,2188432,0,0,2460177,2540004,77494,0,0,2020,1,18745
SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,Riverside,20201,OPEN,Comparable,240,14922,27712,247982914,204047506,6493898,0,78051180,72302583,0,0,3177684,2020,1,2479628
ST. AGNES MEDICAL CENTER,Fresno,20201,OPEN,Comparable,436,26206,41402,286873730,191131941,2794281,0,111810477,141710272,0,0,8476952,2020,1,1017107
ST. BERNARDINE MEDICAL CENTER,San Bernardino,20201,OPEN,Comparable,278,17616,37152,364522406,147893842,5058577,-95923,138527762,127443863,0,0,5830002,2020,1,2196029
ST. ELIZABETH COMMUNITY HOSPITAL,Tehama,20201,OPEN,Comparable,49,2450,53023,42040115,90002009,1951547,65355,46333118,36652139,0,0,15240480,2020,1,65269
ST. FRANCIS MEDICAL CENTER,Los Angeles,20201,OPEN,Comparable,384,24983,27067,327244097,129911277,-415290,30594572,162770903,147020830,0,0,614319,2020,1,9748447
